Index	Date	Trigger	A Flow velocity [m/s]	A Volumetric flow rate [m³/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	2/6/2026 4:16:53 PM		3.44018769264221	218.855287134647	1490.61999511719	27	NaN	32	101.319999694824	99	28	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
2	2/6/2026 4:16:54 PM		3.44018769264221	218.855287134647	1490.61999511719	27	NaN	32	101.319999694824	99	28	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
3	2/6/2026 4:16:55 PM		3.44018769264221	218.855287134647	1490.61999511719	27	NaN	32	101.319999694824	99	28	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
4	2/6/2026 4:16:56 PM		3.41413640975952	217.197977006435	1490.96398925781	27	NaN	32	101.319999694824	99	30	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
5	2/6/2026 4:16:57 PM		3.41399645805359	217.189072072506	1490.96398925781	27	NaN	32	101.319999694824	99	30	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
6	2/6/2026 4:16:58 PM		3.41129922866821	217.017477750778	1490.96398925781	27	NaN	32	101.319999694824	99	30	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
7	2/6/2026 4:16:59 PM		3.41129922866821	217.017477750778	1490.96398925781	28	NaN	32	101.319999694824	99	30	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
8	2/6/2026 4:17:00 PM		3.41129922866821	217.017477750778	1490.96398925781	28	NaN	32	101.319999694824	99	30	6	11	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
9	2/6/2026 4:17:01 PM		3.40487456321716	216.608762741089	1490.97705078125	28	NaN	33	99.8300018310547	99	31	6	12	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
10	2/6/2026 4:17:02 PM		3.40268588066101	216.469515860081	1490.97705078125	28	NaN	33	99.8300018310547	99	31	6	12	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
