Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/s]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	10/15/2025 9:39:00 AM		3.34699988365173	62.1044769287109	1509.02795410156	21	21	40	89.4000015258789	75	223.85189384222	20	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
2	10/15/2025 9:39:10 AM		3.38899993896484	62.8793449401855	1521.22204589844	21	21	40	89.4000015258789	74	226.660904288292	24	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
3	10/15/2025 9:39:20 AM		3.40799999237061	63.2400703430176	1514.17700195312	21	21	39	90.8899993896484	74	227.931654453278	23	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
4	10/15/2025 9:39:30 AM		3.40599989891052	63.1949501037598	1511.60205078125	21	21	40	89.4000015258789	71	227.797892689705	21	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
5	10/15/2025 9:39:40 AM		3.40000009536743	63.0915756225586	1512.89599609375	21	21	40	89.4000015258789	72	227.396607398987	19	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
6	10/15/2025 9:39:50 AM		3.38100004196167	62.7285270690918	1511.76403808594	21	21	40	89.4000015258789	60	226.125857234001	20	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
7	10/15/2025 9:40:00 AM		3.375	62.6176872253418	1512.55102539062	21	21	40	89.4000015258789	62	225.724571943283	20	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
8	10/15/2025 9:40:10 AM		3.38299989700317	62.766845703125	1509.88793945312	21	21	40	89.4000015258789	73	226.259618997574	20	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
9	10/15/2025 9:40:20 AM		3.36700010299683	62.4818305969238	1510.27795410156	21	21	40	89.4000015258789	74	225.189524888992	19	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
10	10/15/2025 9:40:30 AM		3.38199996948242	62.7595024108887	1508.30200195312	21	21	40	89.4000015258789	63	226.192724704742	19	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3005015968714
