Index	Date	Trigger	A Flow velocity [m/s]	A Volumetric flow rate [m³/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
20	11/27/2025 1:16:31 PM		3.72608351707458	264.335399866104	1531.03100585938	15	15	34	98.3399963378906	56	21	2	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
21	11/27/2025 1:16:32 PM		3.72608351707458	264.335399866104	1531.03100585938	15	15	34	98.3399963378906	56	21	2	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
22	11/27/2025 1:16:33 PM		NaN	NaN	∞	15	15	28	107.279998779297	18	21	3	3	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
23	11/27/2025 1:16:34 PM		NaN	NaN	∞	15	15	28	107.279998779297	18	21	3	3	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
24	11/27/2025 1:16:35 PM		NaN	NaN	∞	15	15	28	107.279998779297	18	21	3	3	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
25	11/27/2025 1:16:36 PM		NaN	NaN	∞	15	15	23	114.730003356934	0	21	2	2	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
26	11/27/2025 1:16:37 PM		NaN	NaN	∞	15	15	23	114.730003356934	0	21	2	2	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
27	11/27/2025 1:16:38 PM		NaN	NaN	∞	15	15	26	110.26000213623	0	21	3	2	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
28	11/27/2025 1:16:39 PM		NaN	NaN	∞	15	15	26	110.26000213623	0	21	3	2	254	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
29	11/27/2025 1:16:40 PM		3.8026340007782	269.766041636467	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
30	11/27/2025 1:16:41 PM		3.83886981010437	272.33667075634	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
31	11/27/2025 1:16:42 PM		3.85281586647034	273.326030373573	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
32	11/27/2025 1:16:43 PM		3.84070897102356	272.467160224915	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
33	11/27/2025 1:16:44 PM		3.84070897102356	272.467160224915	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
34	11/27/2025 1:16:45 PM		3.84070897102356	272.467160224915	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
35	11/27/2025 1:16:46 PM		3.84070897102356	272.467160224915	1528.86303710938	15	15	36	95.3600006103516	54	26	5	3	226	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
36	11/27/2025 1:16:47 PM		3.79958724975586	269.549882411957	1527.48205566406	15	15	35	96.8499984741211	61	19	6	5	178	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
