Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/s]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	10/15/2025 10:26:58 AM		2.65000009536743	49.1510200500488	1495.11901855469	21	22	52	71.5199966430664	100	177.189490199089	26	39	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
2	10/15/2025 10:27:08 AM		2.68300008773804	49.7798881530762	1495.27795410156	21	22	53	70.0299987792969	100	179.39600944519	26	40	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
3	10/15/2025 10:27:18 AM		2.68499994277954	49.8121643066406	1495.32702636719	21	22	53	70.0299987792969	99	179.529730975628	26	40	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
4	10/15/2025 10:27:28 AM		2.68099999427795	49.7281379699707	1495.08703613281	21	22	53	70.0299987792969	100	179.262274503708	26	40	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
5	10/15/2025 10:27:38 AM		2.68600010871887	49.8271408081055	1495.29602050781	21	22	52	71.5199966430664	98	179.596598446369	26	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
6	10/15/2025 10:27:48 AM		2.68099999427795	49.7339248657227	1495.14697265625	21	22	52	71.5199966430664	97	179.262274503708	27	40	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
7	10/15/2025 10:27:58 AM		2.67799997329712	49.6736717224121	1495.08996582031	21	22	53	70.0299987792969	100	179.061685502529	26	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
8	10/15/2025 10:28:08 AM		2.68300008773804	49.7783737182617	1495.06103515625	21	22	52	71.5199966430664	100	179.39600944519	26	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
9	10/15/2025 10:28:18 AM		2.68199992179871	49.7451591491699	1495.13500976562	21	22	53	70.0299987792969	100	179.329141974449	26	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
10	10/15/2025 10:28:28 AM		2.67799997329712	49.6823043823242	1495.17004394531	21	22	53	70.0299987792969	99	179.061685502529	26	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
11	10/15/2025 10:28:38 AM		2.6800000667572	49.7110824584961	1495.23596191406	21	22	52	71.5199966430664	99	179.195407032967	26	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
12	10/15/2025 10:28:48 AM		2.67899990081787	49.7075386047363	1495.21203613281	21	22	52	71.5199966430664	99	179.12855297327	26	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
13	10/15/2025 10:28:58 AM		2.67499995231628	49.6158294677734	1495.17797851562	21	22	53	70.0299987792969	99	178.86109650135	27	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
14	10/15/2025 10:29:08 AM		2.68700003623962	49.8518714904785	1495.19702148438	21	22	52	71.5199966430664	100	179.66346591711	27	41	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
15	10/15/2025 10:29:18 AM		NaN	NaN	∞	21	22	8	137.080001831055	98	NaN	26	18	2	254	2	0	0	0	0	0	0	0	0	0	0	0	0	25.0592942374961
