Index	Date	Trigger	A Flow velocity [m/s]	A Volumetric flow rate [m³/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	2/6/2026 4:40:02 PM		2.19955563545227	139.929677546024	1398.09997558594	27	NaN	23	114.730003356934	91	25	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
2	2/6/2026 4:40:03 PM		2.19955563545227	139.929677546024	1398.09997558594	27	NaN	23	114.730003356934	91	25	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
3	2/6/2026 4:40:04 PM		2.19955563545227	139.929677546024	1398.09997558594	27	NaN	23	114.730003356934	91	25	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
4	2/6/2026 4:40:05 PM		2.19998049736023	139.956714212894	1397.44201660156	27	NaN	23	114.730003356934	93	23	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
5	2/6/2026 4:40:06 PM		2.20514893531799	140.285512804985	1397.44201660156	27	NaN	23	114.730003356934	93	23	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
6	2/6/2026 4:40:07 PM		2.2031524181366	140.15851020813	1397.44201660156	27	NaN	23	114.730003356934	93	23	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
7	2/6/2026 4:40:08 PM		2.19921660423279	139.908112585545	1397.44201660156	27	NaN	23	114.730003356934	93	23	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
8	2/6/2026 4:40:09 PM		2.19921660423279	139.908112585545	1397.44201660156	27	NaN	23	114.730003356934	93	23	2	1	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
9	2/6/2026 4:40:10 PM		2.19959855079651	139.93241339922	1397.18994140625	27	NaN	23	114.730003356934	96	22	2	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
10	2/6/2026 4:40:11 PM		2.19890999794006	139.888612926006	1397.18994140625	27	NaN	23	114.730003356934	96	22	2	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
11	2/6/2026 4:40:12 PM		2.19622564315796	139.717836678028	1397.18994140625	27	NaN	23	114.730003356934	96	22	2	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
12	2/6/2026 4:40:13 PM		2.1929452419281	139.509147405624	1397.18994140625	27	NaN	23	114.730003356934	96	22	2	2	254	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN
