Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/s]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	10/14/2025 10:48:18 AM		1.47500002384186	47.8145141601562	1514.2939453125	25	25	63	55.1300010681152	98	172.368997335434	49	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
2	10/14/2025 10:48:28 AM		1.47200000286102	47.7129707336426	1516.833984375	25	25	63	55.1300010681152	99	172.018419206142	49	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
3	10/14/2025 10:48:38 AM		1.4559999704361	47.2079124450684	1516.76794433594	25	25	62	56.6199989318848	98	170.148651301861	49	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
4	10/14/2025 10:48:48 AM		1.45700001716614	47.2365646362305	1516.6689453125	25	25	62	56.6199989318848	98	170.26551514864	50	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
5	10/14/2025 10:48:58 AM		1.44799995422363	46.9510078430176	1516.61999511719	25	25	62	56.6199989318848	99	169.21376734972	50	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
6	10/14/2025 10:49:08 AM		1.44000005722046	46.6848983764648	1516.7490234375	25	25	62	56.6199989318848	99	168.278883397579	49	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
7	10/14/2025 10:49:18 AM		1.4539999961853	47.1327629089355	1516.70300292969	25	25	63	55.1300010681152	98	169.914937019348	48	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
8	10/14/2025 10:49:28 AM		1.46000003814697	47.3300361633301	1516.68103027344	25	25	62	56.6199989318848	98	170.616093277931	50	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
9	10/14/2025 10:49:38 AM		1.45299994945526	47.106746673584	1516.74194335938	25	25	63	55.1300010681152	99	169.798073172569	49	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
10	10/14/2025 10:49:48 AM		1.45299994945526	47.1113662719727	1516.73803710938	25	25	63	55.1300010681152	99	169.798073172569	49	56	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3795881009799
