Index	Date	Trigger	A Flow velocity [m/s]	A Volumetric flow rate [m³/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
38	11/27/2025 1:11:39 PM		3.53846168518066	251.025152206421	1511.56896972656	15	15	37	93.870002746582	54	18	4	3	254	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
39	11/27/2025 1:11:40 PM		3.55200600624084	251.985999941826	1511.56896972656	15	15	37	93.870002746582	54	18	4	3	254	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
40	11/27/2025 1:11:41 PM		3.55142045021057	251.944479346275	1511.56896972656	15	15	37	93.870002746582	54	18	4	3	254	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
41	11/27/2025 1:11:42 PM		3.55142045021057	251.944479346275	1511.56896972656	15	15	37	93.870002746582	54	18	4	3	254	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
42	11/27/2025 1:11:43 PM		3.55392456054688	252.122122049332	1511.54699707031	15	15	37	93.870002746582	52	23	11	6	144	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
43	11/27/2025 1:11:44 PM		3.58145642280579	254.075279831886	1511.54699707031	15	15	37	93.870002746582	52	23	11	6	144	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
44	11/27/2025 1:11:45 PM		NaN	NaN	1511.23596191406	15	15	35	96.8499984741211	7	21	13	6	51	3	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
45	11/27/2025 1:11:46 PM		NaN	NaN	1511.23596191406	15	15	35	96.8499984741211	7	21	13	6	51	3	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
46	11/27/2025 1:11:47 PM		3.58225893974304	254.132196307182	1511.23596191406	15	15	35	96.8499984741211	7	21	13	6	51	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
47	11/27/2025 1:11:48 PM		3.56247210502625	252.728489041328	1508.80102539062	15	15	38	92.379997253418	41	23	15	6	89	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
48	11/27/2025 1:11:49 PM		3.54149603843689	251.240426301956	1508.80102539062	15	15	38	92.379997253418	41	23	15	6	89	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
49	11/27/2025 1:11:50 PM		NaN	NaN	1507.21301269531	15	15	38	92.379997253418	37	22	16	6	68	3	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
50	11/27/2025 1:11:51 PM		NaN	NaN	∞	15	15	34	98.3399963378906	0	22	16	6	30	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
51	11/27/2025 1:11:52 PM		NaN	NaN	∞	15	15	34	98.3399963378906	0	22	16	6	30	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
52	11/27/2025 1:11:53 PM		NaN	NaN	∞	15	15	34	98.3399963378906	0	22	16	7	56	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
53	11/27/2025 1:11:54 PM		NaN	NaN	∞	15	15	34	98.3399963378906	0	22	15	7	49	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
54	11/27/2025 1:11:55 PM		NaN	NaN	∞	15	15	34	98.3399963378906	0	22	15	8	42	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
55	11/27/2025 1:11:56 PM		NaN	NaN	∞	15	15	34	98.3399963378906	0	22	15	8	42	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
56	11/27/2025 1:11:57 PM		NaN	NaN	∞	15	15	35	96.8499984741211	0	22	15	8	37	2	0	0	0	0	0	0	0	0	0	0	0	0	15.2157428328213
