Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/s]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	10/14/2025 1:08:15 PM		2.83299994468689	52.5600776672363	1512.84704589844	26	26	38	92.379997253418	44	189.425593614578	16	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
2	10/14/2025 1:08:25 PM		2.83299994468689	52.5560722351074	1513.46105957031	26	26	38	92.379997253418	54	189.425593614578	16	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
3	10/14/2025 1:08:35 PM		2.82699990272522	52.4391479492188	1513.70397949219	26	26	38	92.379997253418	44	189.024415612221	16	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
4	10/14/2025 1:08:45 PM		2.83599996566772	52.6021270751953	1513.21997070312	26	26	38	92.379997253418	59	189.626196026802	16	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
5	10/14/2025 1:08:55 PM		2.83100008964539	52.5103759765625	1513.71496582031	26	26	38	92.379997253418	66	189.291872084141	16	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
6	10/14/2025 1:09:05 PM		2.83599996566772	52.6186637878418	1513.57604980469	26	26	38	92.379997253418	25	189.626196026802	15	21	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
7	10/14/2025 1:09:15 PM		2.84500002861023	52.7773017883301	1513.67102050781	26	26	38	92.379997253418	32	190.227963030338	16	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
8	10/14/2025 1:09:25 PM		2.84699988365173	52.8209342956543	1512.93395996094	26	26	38	92.379997253418	43	190.361697971821	16	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
9	10/14/2025 1:09:35 PM		2.8529999256134	52.9319534301758	1512.49694824219	26	26	38	92.379997253418	51	190.762875974178	16	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
10	10/14/2025 1:09:45 PM		2.8510000705719	52.8916282653809	1512.30798339844	26	26	38	92.379997253418	12	190.629154443741	16	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
11	10/14/2025 1:09:55 PM		2.84999990463257	52.8688011169434	1512.59802246094	26	26	38	92.379997253418	57	190.562286973	16	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
12	10/14/2025 1:10:05 PM		2.85999989509583	53.0625953674316	1512.60705566406	26	26	38	92.379997253418	58	191.230921447277	16	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
13	10/14/2025 1:10:15 PM		2.86100006103516	53.0713653564453	1512.4169921875	26	26	38	92.379997253418	47	191.297788918018	16	21	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.9026913000018
